7998,23,2,240
23,2,240,2199
2,240,2199,137
240,2199,137,1
2199,137,1,281
137,1,281,265
1,281,265,140
281,265,140,35
265,140,35,73
140,35,73,1265
35,73,1265,9
73,1265,9,5
1265,9,5,436
9,5,436,605
5,436,605,60
436,605,60,536
605,60,536,352
60,536,352,29
536,352,29,2
352,29,2,580
29,2,580,455
2,580,455,12
580,455,12,406
455,12,406,14
12,406,14,569
406,14,569,40
14,569,40,1807
569,40,1807,3
40,1807,3,8000
7998,511,622,558
511,622,558,6
622,558,6,41
558,6,41,746
6,41,746,321
41,746,321,136
746,321,136,29
321,136,29,315
136,29,315,4282
29,315,4282,1149
315,4282,1149,8
4282,1149,8,804
1149,8,804,626
8,804,626,4
804,626,4,18
626,4,18,235
4,18,235,16
18,235,16,6
235,16,6,86
16,6,86,1
6,86,1,45
86,1,45,56
1,45,56,18
45,56,18,2194
56,18,2194,69
18,2194,69,16
2194,69,16,3
69,16,3,8000
7998,116,1099,1
116,1099,1,854
1099,1,854,1093
1,854,1093,1
854,1093,1,1309
1093,1,1309,103
1,1309,103,7999
1309,103,7999,135
103,7999,135,1099
7999,135,1099,27
135,1099,27,5850
1099,27,5850,117
27,5850,117,5162
5850,117,5162,3
117,5162,3,8000
7998,84,1,47
84,1,47,35
1,47,35,634
47,35,634,9
35,634,9,5
634,9,5,1747
9,5,1747,2
5,1747,2,1201
1747,2,1201,4
2,1201,4,7999
1201,4,7999,49
4,7999,49,5003
7999,49,5003,161
49,5003,161,105
5003,161,105,34
161,105,34,2610
105,34,2610,5882
34,2610,5882,272
2610,5882,272,79
5882,272,79,194
272,79,194,214
79,194,214,599
194,214,599,1
214,599,1,8
599,1,8,103
1,8,103,7999
8,103,7999,1751
103,7999,1751,152
7999,1751,152,5
1751,152,5,7999
152,5,7999,62
5,7999,62,166
7999,62,166,26
62,166,26,387
166,26,387,214
26,387,214,3
387,214,3,8000
7998,479,58,42
479,58,42,783
58,42,783,9
42,783,9,3
783,9,3,8000
7998,898,1,259
898,1,259,177
1,259,177,431
259,177,431,2567
177,431,2567,191
431,2567,191,7
2567,191,7,4287
191,7,4287,65
7,4287,65,3
4287,65,3,8000
7998,7,266,239
7,266,239,1
266,239,1,2
239,1,2,48
1,2,48,1354
2,48,1354,18
48,1354,18,4168
1354,18,4168,33
18,4168,33,16
4168,33,16,1
33,16,1,45
16,1,45,18
1,45,18,7999
45,18,7999,16
18,7999,16,6
7999,16,6,86
16,6,86,1
6,86,1,23
86,1,23,948
1,23,948,4
23,948,4,18
948,4,18,7999
4,18,7999,33
18,7999,33,16
7999,33,16,3
33,16,3,8000
7998,7,175,268
7,175,268,1
175,268,1,7999
268,1,7999,24
1,7999,24,21
7999,24,21,10
24,21,10,57
21,10,57,892
